Chain,Type,Token Symbol,Value
arbitrum,CCTP Unclaimed Fees,USDC,0.0
arbitrum,Claimed Fees,ARB,1194987.92
arbitrum,Claimed Fees,DAI,4461.03058334
arbitrum,Claimed Fees,ETH,0.0
arbitrum,Claimed Fees,FRAX,0.0
arbitrum,Claimed Fees,GMX,13010.174415809655
arbitrum,Claimed Fees,GOHM,18518.553787497327
arbitrum,Claimed Fees,NETH,90918.13812299048
arbitrum,Claimed Fees,NUSD,0.0
arbitrum,Claimed Fees,SYN,0.0
arbitrum,Claimed Fees,UNIDX,0.0
arbitrum,Claimed Fees,USDC,0.0
arbitrum,Claimed Fees,USDC.e,0.0
arbitrum,Claimed Fees,USDT,10934.71
arbitrum,Claimed Fees,WETH,0.0
arbitrum,Unclaimed Fees,ARB,0.0
arbitrum,Unclaimed Fees,DAI,0.0
arbitrum,Unclaimed Fees,ETH,0.0
arbitrum,Unclaimed Fees,FRAX,0.0
arbitrum,Unclaimed Fees,GMX,87938.66859640602
arbitrum,Unclaimed Fees,GOHM,61711.59477324213
arbitrum,Unclaimed Fees,NETH,335273.1055464322
arbitrum,Unclaimed Fees,NUSD,19026.2879746152
arbitrum,Unclaimed Fees,SYN,5615.581857333123
arbitrum,Unclaimed Fees,UNIDX,566.2563303751787
arbitrum,Unclaimed Fees,USDC,0.0
arbitrum,Unclaimed Fees,USDC.e,0.0
arbitrum,Unclaimed Fees,USDT,0.0
arbitrum,Unclaimed Fees,WETH,0.0
aurora,Claimed Fees,NUSD,0.0
aurora,Claimed Fees,USDC.e,0.0
aurora,Claimed Fees,USDT.e,0.0
aurora,Unclaimed Fees,NUSD,126162.7672187749
aurora,Unclaimed Fees,USDC.e,0.0
aurora,Unclaimed Fees,USDT.e,0.0
avax,CCTP Unclaimed Fees,USDC,0.0
avax,Claimed Fees,AVAX,37.70324783
avax,Claimed Fees,AVWETH,0.0
avax,Claimed Fees,BTCB,0.0
avax,Claimed Fees,DAI.e,0.0
avax,Claimed Fees,GMX,152.9604485995454
avax,Claimed Fees,GOHM,15926.858738816694
avax,Claimed Fees,JEWEL,0.0
avax,Claimed Fees,NETH,44928.56490469184
avax,Claimed Fees,NUSD,0.6196105534458312
avax,Claimed Fees,SYN,17821.866535198027
avax,Claimed Fees,USDC,0.0
avax,Claimed Fees,USDC.e,0.0
avax,Claimed Fees,USDT,0.0
avax,Claimed Fees,USDT.e,0.0
avax,Claimed Fees,WETH.e,0.0
avax,Swap Unclaimed Fees,DAIe,36033.8026694298
avax,Swap Unclaimed Fees,USDC,86.139961655036
avax,Swap Unclaimed Fees,USDCe,136007.53343777597
avax,Swap Unclaimed Fees,USDLP,0.0
avax,Swap Unclaimed Fees,USDTe,60410.390378338
avax,Swap Unclaimed Fees,USDt,46.3895776581
avax,Swap Unclaimed Fees,avWETH,43804.4243234941
avax,Swap Unclaimed Fees,nETH,21950.539842062142
avax,Swap Unclaimed Fees,nUSD,107433.69158745217
avax,Unclaimed Fees,AVAX,17913.993247416845
avax,Unclaimed Fees,AVWETH,0.0
avax,Unclaimed Fees,BTCB,1.4890431564e-07
avax,Unclaimed Fees,DAI.e,0.0
avax,Unclaimed Fees,GMX,0.0
avax,Unclaimed Fees,GOHM,14626.508409921864
avax,Unclaimed Fees,JEWEL,2980.6993674548416
avax,Unclaimed Fees,NETH,55974.726909616606
avax,Unclaimed Fees,NUSD,71096.14543859022
avax,Unclaimed Fees,SYN,9745.52737696006
avax,Unclaimed Fees,USDC,0.0
avax,Unclaimed Fees,USDC.e,0.0
avax,Unclaimed Fees,USDT,0.0
avax,Unclaimed Fees,USDT.e,0.0
avax,Unclaimed Fees,WETH.e,0.0
boba,Claimed Fees,DAI,0.0
boba,Claimed Fees,ETH,0.0
boba,Claimed Fees,NETH,32669.562970257088
boba,Claimed Fees,NUSD,0.0
boba,Claimed Fees,USDC,0.0
boba,Claimed Fees,USDT,0.0
boba,Claimed Fees,WETH,0.0
boba,Swap Unclaimed Fees,DAI,5291.686041268202
boba,Swap Unclaimed Fees,USDC,15203.50565008266
boba,Swap Unclaimed Fees,USDT,5942.8882683111
boba,Swap Unclaimed Fees,WETH,6766.815036763074
boba,Swap Unclaimed Fees,nETH,6991.384148002366
boba,Swap Unclaimed Fees,nUSD,17135.2886411274
boba,Unclaimed Fees,DAI,0.0
boba,Unclaimed Fees,ETH,0.0
boba,Unclaimed Fees,NETH,15754.863984625656
boba,Unclaimed Fees,NUSD,122509.18825660324
boba,Unclaimed Fees,USDC,0.0
boba,Unclaimed Fees,USDT,0.0
boba,Unclaimed Fees,WETH,0.0
bsc,Claimed Fees,BSC-USD,63907.3078532376
bsc,Claimed Fees,BUSD,0.0
bsc,Claimed Fees,HIGH,4165.515073438032
bsc,Claimed Fees,NUSD,0.0
