Chain,Type,Token Symbol,Value
arbitrum,CCTP Unclaimed Fees,USDC,0.0
arbitrum,Claimed Fees,ARB,0.0
arbitrum,Claimed Fees,DAI,4459.58051784
arbitrum,Claimed Fees,ETH,0.0
arbitrum,Claimed Fees,FRAX,0.0
arbitrum,Claimed Fees,GMX,17300.51710989388
arbitrum,Claimed Fees,GOHM,18000.311667277132
arbitrum,Claimed Fees,NETH,78059.45949096356
arbitrum,Claimed Fees,NUSD,88388.51392133537
arbitrum,Claimed Fees,SYN,0.0
arbitrum,Claimed Fees,UNIDX,0.0
arbitrum,Claimed Fees,USDC,0.0
arbitrum,Claimed Fees,USDC.e,0.0
arbitrum,Claimed Fees,USDT,10933.58372487
arbitrum,Claimed Fees,WETH,0.0
arbitrum,Unclaimed Fees,ARB,0.0
arbitrum,Unclaimed Fees,DAI,0.0
arbitrum,Unclaimed Fees,ETH,0.0
arbitrum,Unclaimed Fees,FRAX,0.0
arbitrum,Unclaimed Fees,GMX,112443.01359856724
arbitrum,Unclaimed Fees,GOHM,53015.86567143194
arbitrum,Unclaimed Fees,NETH,228732.46845924945
arbitrum,Unclaimed Fees,NUSD,321398.9560127765
arbitrum,Unclaimed Fees,SYN,10851.373904972006
arbitrum,Unclaimed Fees,UNIDX,355.9353813896367
arbitrum,Unclaimed Fees,USDC,0.0
arbitrum,Unclaimed Fees,USDC.e,0.0
arbitrum,Unclaimed Fees,USDT,0.0
arbitrum,Unclaimed Fees,WETH,0.0
aurora,Claimed Fees,NUSD,0.0
aurora,Claimed Fees,USDC.e,0.0
aurora,Claimed Fees,USDT.e,0.0
aurora,Unclaimed Fees,NUSD,125185.0005768566
aurora,Unclaimed Fees,USDC.e,0.0
aurora,Unclaimed Fees,USDT.e,0.0
avax,CCTP Unclaimed Fees,USDC,0.0
avax,Claimed Fees,AVAX,45.70414996
avax,Claimed Fees,AVWETH,0.0
avax,Claimed Fees,BTCB,0.0
avax,Claimed Fees,DAI.e,0.0
avax,Claimed Fees,GMX,203.4019509314005
avax,Claimed Fees,GOHM,15481.145259461491
avax,Claimed Fees,JEWEL,0.0
avax,Claimed Fees,NETH,38574.25552886548
avax,Claimed Fees,NUSD,0.6196664532763754
avax,Claimed Fees,SYN,38265.06971326928
avax,Claimed Fees,USDC,0.0
avax,Claimed Fees,USDC.e,0.0
avax,Claimed Fees,USDT,0.0
avax,Claimed Fees,USDT.e,0.0
avax,Claimed Fees,WETH.e,0.0
avax,Swap Unclaimed Fees,DAIe,34465.99090372221
avax,Swap Unclaimed Fees,USDCe,130737.84025296
avax,Swap Unclaimed Fees,USDLP,0.0
avax,Swap Unclaimed Fees,USDTe,57619.837002
avax,Swap Unclaimed Fees,avWETH,39333.13969361856
avax,Swap Unclaimed Fees,nETH,20403.099013641982
avax,Swap Unclaimed Fees,nUSD,104121.94172290617
avax,Unclaimed Fees,AVAX,19249.0890761097
avax,Unclaimed Fees,AVWETH,0.0
avax,Unclaimed Fees,BTCB,9.912050302e-08
avax,Unclaimed Fees,DAI.e,0.0
avax,Unclaimed Fees,GMX,0.0
avax,Unclaimed Fees,GOHM,13918.523162080046
avax,Unclaimed Fees,JEWEL,5944.0892401030405
avax,Unclaimed Fees,NETH,39474.31672652083
avax,Unclaimed Fees,NUSD,40668.7651234191
avax,Unclaimed Fees,SYN,19864.423030378144
avax,Unclaimed Fees,USDC,0.0
avax,Unclaimed Fees,USDC.e,0.0
avax,Unclaimed Fees,USDT,0.0
avax,Unclaimed Fees,USDT.e,0.0
avax,Unclaimed Fees,WETH.e,0.0
boba,Claimed Fees,DAI,0.0
boba,Claimed Fees,ETH,0.0
