Chain,Type,Token Symbol,Value
arbitrum,CCTP Unclaimed Fees,USDC,0.0
arbitrum,Claimed Fees,ARB,946584.5828391378
arbitrum,Claimed Fees,DAI,4460.29439624
arbitrum,Claimed Fees,ETH,0.0
arbitrum,Claimed Fees,FRAX,0.0
arbitrum,Claimed Fees,GMX,8525.355813695163
arbitrum,Claimed Fees,GOHM,19362.445811071957
arbitrum,Claimed Fees,NETH,80334.65223259387
arbitrum,Claimed Fees,NUSD,0.0
arbitrum,Claimed Fees,SYN,0.0
arbitrum,Claimed Fees,UNIDX,797.5731939074996
arbitrum,Claimed Fees,USDC,0.0
arbitrum,Claimed Fees,USDC.e,15742.196469999995
arbitrum,Claimed Fees,USDT,10928.64123595
arbitrum,Claimed Fees,WETH,0.0
arbitrum,Unclaimed Fees,ARB,0.0
arbitrum,Unclaimed Fees,DAI,0.0
arbitrum,Unclaimed Fees,ETH,0.0
arbitrum,Unclaimed Fees,FRAX,0.0
arbitrum,Unclaimed Fees,GMX,58646.0454601472
arbitrum,Unclaimed Fees,GOHM,68480.62778753106
arbitrum,Unclaimed Fees,NETH,19748.74525379355
arbitrum,Unclaimed Fees,NUSD,53606.43579321913
arbitrum,Unclaimed Fees,SYN,4464.796850150606
arbitrum,Unclaimed Fees,UNIDX,762.266490626226
arbitrum,Unclaimed Fees,USDC,0.0
arbitrum,Unclaimed Fees,USDC.e,0.0
arbitrum,Unclaimed Fees,USDT,0.0
arbitrum,Unclaimed Fees,WETH,0.0
aurora,Claimed Fees,NUSD,0.0
aurora,Claimed Fees,USDC.e,0.0
aurora,Claimed Fees,USDT.e,0.0
aurora,Unclaimed Fees,NUSD,126826.44566772376
aurora,Unclaimed Fees,USDC.e,0.0
aurora,Unclaimed Fees,USDT.e,0.0
avax,CCTP Unclaimed Fees,USDC,0.0
avax,Claimed Fees,AVAX,26.75887
avax,Claimed Fees,AVWETH,0.0
avax,Claimed Fees,BTCB,0.0
avax,Claimed Fees,DAI.e,0.0
avax,Claimed Fees,GMX,100.23249558813856
avax,Claimed Fees,GOHM,16652.647005250412
avax,Claimed Fees,JEWEL,0.0
avax,Claimed Fees,NETH,39698.57622959013
avax,Claimed Fees,NUSD,0.6188885798159496
avax,Claimed Fees,SYN,12858.169523329876
avax,Claimed Fees,USDC,0.0
avax,Claimed Fees,USDC.e,0.0
avax,Claimed Fees,USDT,0.0
avax,Claimed Fees,USDT.e,0.0
avax,Claimed Fees,WETH.e,0.0
avax,Swap Unclaimed Fees,DAIe,37378.98537181432
avax,Swap Unclaimed Fees,USDC,388.055816
avax,Swap Unclaimed Fees,USDCe,138561.818960565
avax,Swap Unclaimed Fees,USDLP,0.0
avax,Swap Unclaimed Fees,USDTe,62483.10122854799
avax,Swap Unclaimed Fees,USDt,237.044746
avax,Swap Unclaimed Fees,avWETH,45571.19170043569
avax,Swap Unclaimed Fees,nETH,22960.253505171848
avax,Swap Unclaimed Fees,nUSD,108494.23206003771
avax,Unclaimed Fees,AVAX,13951.262394037018
avax,Unclaimed Fees,AVWETH,0.0
avax,Unclaimed Fees,BTCB,1.70649619028e-07
avax,Unclaimed Fees,DAI.e,0.0
avax,Unclaimed Fees,GMX,0.0
avax,Unclaimed Fees,GOHM,15585.09660461017
avax,Unclaimed Fees,JEWEL,3131.984762054433
avax,Unclaimed Fees,NETH,55332.05432645876
avax,Unclaimed Fees,NUSD,79240.72738646006
avax,Unclaimed Fees,SYN,7347.366021311743
avax,Unclaimed Fees,USDC,0.0
avax,Unclaimed Fees,USDC.e,0.0
