Chain,Type,Token Symbol,Value
arbitrum,CCTP Unclaimed Fees,USDC,0.0
arbitrum,Claimed Fees,ARB,0.0
arbitrum,Claimed Fees,DAI,4461.74
arbitrum,Claimed Fees,ETH,0.0
arbitrum,Claimed Fees,FRAX,0.0
arbitrum,Claimed Fees,GMX,0.0
arbitrum,Claimed Fees,GOHM,17573.40309987892
arbitrum,Claimed Fees,NETH,0.0
arbitrum,Claimed Fees,NUSD,88431.31467763936
arbitrum,Claimed Fees,SYN,0.0
arbitrum,Claimed Fees,UNIDX,0.0
arbitrum,Claimed Fees,USDC,0.0
arbitrum,Claimed Fees,USDC.e,0.0
arbitrum,Claimed Fees,USDT,10933.84615791
arbitrum,Claimed Fees,WETH,0.0
arbitrum,Swap Unclaimed Fees,nUSD,36259.59184460646
arbitrum,Unclaimed Fees,ARB,0.0
arbitrum,Unclaimed Fees,DAI,0.0
arbitrum,Unclaimed Fees,ETH,0.0
arbitrum,Unclaimed Fees,FRAX,0.0
arbitrum,Unclaimed Fees,GMX,0.0
arbitrum,Unclaimed Fees,GOHM,49497.74598314727
arbitrum,Unclaimed Fees,NETH,0.0
arbitrum,Unclaimed Fees,NUSD,269918.4084818951
arbitrum,Unclaimed Fees,SYN,5579.482804350287
arbitrum,Unclaimed Fees,UNIDX,0.0
arbitrum,Unclaimed Fees,USDC,0.0
arbitrum,Unclaimed Fees,USDC.e,0.0
arbitrum,Unclaimed Fees,USDT,0.0
arbitrum,Unclaimed Fees,WETH,0.0
aurora,Claimed Fees,NUSD,0.0
aurora,Claimed Fees,USDC.e,0.0
aurora,Claimed Fees,USDT.e,0.0
aurora,Unclaimed Fees,NUSD,124867.21830691448
aurora,Unclaimed Fees,USDC.e,0.0
aurora,Unclaimed Fees,USDT.e,0.0
avax,CCTP Unclaimed Fees,USDC,0.0
avax,Claimed Fees,AVAX,53.30366904
avax,Claimed Fees,AVWETH,0.0
avax,Claimed Fees,BTCB,0.0
avax,Claimed Fees,DAI.e,0.0
avax,Claimed Fees,GMX,169.10337808922043
avax,Claimed Fees,GOHM,15113.98308657451
avax,Claimed Fees,JEWEL,0.0
avax,Claimed Fees,NETH,38153.3738299126
avax,Claimed Fees,NUSD,0.6208497745527228
avax,Claimed Fees,SYN,25174.38784351625
avax,Claimed Fees,USDC,0.0
avax,Claimed Fees,USDC.e,0.0
avax,Claimed Fees,USDT,0.0
avax,Claimed Fees,USDT.e,0.0
avax,Claimed Fees,WETH.e,0.0
avax,Swap Unclaimed Fees,DAIe,34008.384251358155
avax,Swap Unclaimed Fees,USDCe,128320.0604403234
avax,Swap Unclaimed Fees,USDLP,0.0
avax,Swap Unclaimed Fees,USDTe,56815.2121843445
avax,Swap Unclaimed Fees,avWETH,38392.96590323666
avax,Swap Unclaimed Fees,nETH,20041.45945571812
avax,Swap Unclaimed Fees,nUSD,103029.95604307811
avax,Unclaimed Fees,AVAX,21307.13950780228
avax,Unclaimed Fees,AVWETH,0.0
avax,Unclaimed Fees,BTCB,8.1573051874e-08
avax,Unclaimed Fees,DAI.e,0.0
avax,Unclaimed Fees,GMX,0.0
avax,Unclaimed Fees,GOHM,13392.268260341822
avax,Unclaimed Fees,JEWEL,6071.889996059146
avax,Unclaimed Fees,NETH,36495.46025005056
avax,Unclaimed Fees,NUSD,28965.826696513635
avax,Unclaimed Fees,SYN,12218.241756432206
avax,Unclaimed Fees,USDC,0.0
avax,Unclaimed Fees,USDC.e,0.0
avax,Unclaimed Fees,USDT,0.0
avax,Unclaimed Fees,USDT.e,0.0
avax,Unclaimed Fees,WETH.e,0.0
boba,Claimed Fees,DAI,0.0
